Unnamed: 0.1,Unnamed: 0,id,tweet_text,Sentiment,Sentiment2,Sentiment3,majority_sentiment,cleaned_text,hashtags,users_mentioned,processed_text
279,279,15040,"Ob #Ostern, Pessach oder einfach so – auch dieses Jahr verbringen viele von uns die Feiertage zu Hause.

Umso wichtiger in diesen Zeiten: Zusammenhalt, Verständnis & Solidarität.

Wir wünschen euch schöne Feiertage, bleibt gesund 
18
11
67",1,1,1,1,ob #ostern pessach oder einfach so auch dieses jahr verbringen viele von uns die feiertage zu hause umso wichtiger in diesen zeiten zusammenhalt verständnis solidarität wir wünschen euch schöne feiertage bleibt gesund,['#ostern'],[],pessach einfach jahr verbringen feiertage hause umso wichtiger zeiten zusammenhalt verständnis solidarität wünschen schöne feiertage bleibt gesund
280,280,1475,"Im baden-württembergischen #Herrenberg zeigte die #AfD mit ihrer Spitzenkandidatin Alice #Weidel und anderen prominenten Gästen klare Kante gegen das Regierungsversagen der #Altparteien. #btw21 #abernormal
18
60
249",2,3,3,3,im baden württembergischen #herrenberg zeigte die #afd mit ihrer spitzenkandidatin alice #weidel und anderen prominenten gästen klare kante gegen das regierungsversagen der #altparteien #btw #abernormal,"['#herrenberg', '#afd', '#weidel', '#altparteien', '#btw21', '#abernormal']",[],baden württembergischen zeigte spitzenkandidatin alice prominenten gästen klare kante regierungsversagen
281,281,39248,"#Habeck zu #Trump
Katrin Eigendorf
@KEigendorf
 · 21. Jan. 2020
Grünen Chef Robert Habeck zu Trump Rede in #Davos #weg2020 #zdfheute
2:15
482.588 Mal angezeigt
18
45
322",3,3,3,3,#habeck zu #trump katrin eigendorf jan grünen chef robert habeck zu trump rede in #davos #weg #zdfheute mal angezeigt,"['#habeck', '#trump', '#davos', '#weg2020', '#zdfheute']",['keigendorf'],katrin eigendorf grünen chef robert habeck trump rede
282,282,18667,"#Deutschland2021 Selbst Polizistenmörder sind willkommen.
Junge Freiheit
@Junge_Freiheit
 · 8. Apr. 2021
Die Berliner #Polizei hat wegen der Wiedereinreise eines libanesischen Polizistenmörders schwere Vorwürfe gegen die Ausländerbehörde erhoben. 2003 hatte der vorbestrafte Yassin A. während eines Polizeieinsatzes einen Beamten durch einen Kopfschuß getötet. 
https://jungefreiheit.de/politik/deutschland/2021/polizistenmoerder-nicht-abgeschoben/…
17
124
333",4,2,2,2,#deutschland selbst polizistenmörder sind willkommen junge freiheit apr die berliner #polizei hat wegen der wiedereinreise eines libanesischen polizistenmörders schwere vorwürfe gegen die ausländerbehörde erhoben hatte der vorbestrafte yassin a während eines polizeieinsatzes einen beamten durch einen kopfschuß getötet,"['#deutschland2021', '#polizei']",['junge_freiheit'],polizistenmörder willkommen junge freiheit apr berliner wegen wiedereinreise libanesischen polizistenmörders schwere vorwürfe ausländerbehörde erhoben vorbestrafte yassin polizeieinsatzes beamten kopfschuß getötet
283,283,43663,"Aus aktuellem Anlass:
@larsklingbeil
 hat heute auf dem #Ostkonvent deutlich gemacht, woran wir die Union mit Blick auf die #Werteunion jetzt messen werden. 
36
24
98",3,3,3,3,aus aktuellem anlass hat heute auf dem #ostkonvent deutlich gemacht woran wir die union mit blick auf die #werteunion jetzt messen werden,"['#ostkonvent', '#werteunion']",['larsklingbeil'],aktuellem anlass deutlich gemacht woran union blick messen
284,284,20489,"Hansi #Flick flieht aus München. Bleibt #Bayern mir #Soeder allein?
Sportschau
@sportschau
 · 17. Apr. 2021
Bayerns Trainer Hansi Flick hat im Sportschau-Interview bestätigt, dass er seinen Vertrag nach der Saison auflösen möchte. https://sportschau.de/fussball/bundesliga/flick-loest-vertrag-auf100.html… #WOBFCB #Flick
8
4
48",2,3,3,3,hansi #flick flieht aus münchen bleibt #bayern mir #soeder allein sportschau apr bayerns trainer hansi flick hat im sportschau interview bestätigt dass er seinen vertrag nach der saison auflösen möchte #wobfcb #flick,"['#flick', '#bayern', '#soeder', '#wobfcb', '#flick']",['sportschau'],hansi flieht münchen bleibt allein sportschau apr bayerns trainer hansi flick sportschau interview bestätigt vertrag saison auflösen möchte
285,285,21058,"http://cdu.de Livestream mit den drei Kandidaten für den Bundesvorsitz. 
Ich bin stolz auf unsere Partei, digitale Vorreiterin in Zeiten der Pandemie-Einschränkungen, prima „Sendeformat“ mit Einspielern, sehr konkreten Fragen, sehr konkreten Antworten.
8
4
11",1,1,1,1,livestream mit den drei kandidaten für den bundesvorsitz ich bin stolz auf unsere partei digitale vorreiterin in zeiten der pandemie einschränkungen prima sendeformat mit einspielern sehr konkreten fragen sehr konkreten antworten,[],[],livestream drei kandidaten bundesvorsitz stolz partei digitale vorreiterin zeiten pandemie einschränkungen prima sendeformat einspielern konkreten fragen konkreten antworten
286,286,5731,"Die 
@cdulsa
 hat einen neuen Landesvorsitzenden. 
@schulzeeuropa
 übernimmt das Steuer bei der #CDU in Sachsen-Anhalt. Wir sagen: Herzlichen Glückwunsch und wünschen viel Erfolg für den kommenden Wahlkampf! #UnsereVerantwortung #lptcdulsa
CDU Sachsen-Anhalt
@cdulsa
 · 27. März 2021
Herzlichen Glückwunsch: @schulzeeuropa ist unser neuer Landesvorsitzender! 
„Ich bin wirklich sehr stolz & dankbar, jetzt Landesvorsitzender der größten & stärksten Partei Sachsen-Anhalts zu sein. Ich danke euch sehr für euer Vertrauen.“, so @schulzeeuropa zu seiner Wahl.
Diesen Thread anzeigen
19
6
32",1,1,1,1,die hat einen neuen landesvorsitzenden übernimmt das steuer bei der #cdu in sachsen anhalt wir sagen herzlichen glückwunsch und wünschen viel erfolg für den kommenden wahlkampf #unsereverantwortung #lptcdulsa cdu sachsen anhalt märz herzlichen glückwunsch ist unser neuer landesvorsitzender ich bin wirklich sehr stolz dankbar jetzt landesvorsitzender der größten stärksten partei sachsen anhalts zu sein ich danke euch sehr für euer vertrauen so zu seiner wahl diesen thread anzeigen,"['#cdu', '#unsereverantwortung', '#lptcdulsa']","['cdulsa', 'schulzeeuropa', 'cdulsa', 'schulzeeuropa', 'schulzeeuropa']",landesvorsitzenden übernimmt steuer sachsen anhalt sagen wünschen erfolg kommenden wahlkampf cdu sachsen anhalt neuer landesvorsitzender wirklich stolz dankbar landesvorsitzender größten stärksten partei sachsen anhalts vertrauen wahl
287,287,25694,"Fraktionssitzung für mich leider diese Woche nur digital 
@fdpbt
  Ich bin nach positivem PCR-Test, trotz Impfung, in häuslicher Isolation und kann morgen auch nicht an den wichtigen Abstimmungen zum Infektionsschutzgesetz teilnehmen. Passt auf Euch auf und lasst Euch impfen 
632
109
2.067",4,2,2,2,fraktionssitzung für mich leider diese woche nur digital ich bin nach positivem pcr test trotz impfung in häuslicher isolation und kann morgen auch nicht an den wichtigen abstimmungen zum infektionsschutzgesetz teilnehmen passt auf euch auf und lasst euch impfen,[],['fdpbt'],fraktionssitzung leider digital positivem pcr test trotz impfung häuslicher isolation wichtigen abstimmungen infektionsschutzgesetz teilnehmen passt lasst impfen
288,288,5701,"Gleich einschalten zur #BerlinerRunde mit 
@PaulZiemiak
: 
 19.25 Uhr 
 
@zdf
Paul Ziemiak
@PaulZiemiak
 · 14. März 2021
TV-Tipp : Um 19.25 Uhr bin ich heute zu Gast bei der #BerlinerRunde im @ZDF und diskutiere dort mit Vertretern der anderen Parteien die Ergebnisse des heutigen Wahlsonntages.
41
2
10",3,3,3,3,gleich einschalten zur #berlinerrunde mit uhr paul ziemiak märz tv tipp um uhr bin ich heute zu gast bei der #berlinerrunde im und diskutiere dort mit vertretern der anderen parteien die ergebnisse des heutigen wahlsonntages,"['#berlinerrunde', '#berlinerrunde']","['paulziemiak', 'zdf', 'paulziemiak', 'zdf']",gleich einschalten paul ziemiak tv tipp gast diskutiere vertretern parteien ergebnisse heutigen wahlsonntages
289,289,18139,"Rente mit 70? Gegenvorschlag: Wenn deutsche Unternehmen jedes Jahr 40 Milliarden Dividenden an Aktionärinnen und Aktionäre ausschütten können, können sie auch mehr in die Rentenkasse einzahlen. Und für gute Arbeit sorgen, z.B. Befristungen abschaffen und armutsfeste Löhne zahlen.
linksfraktion
@Linksfraktion
 · 18. Aug. 2021
""Rente mit 70? Damit nervt der Arbeitgeberverband BDA schon wieder"", sagt @jankortemdb. ""Wissen die eigentlich,wie hart Menschen arbeiten-oft für ein Gehalt, das nicht einmal für eine gute Rente reicht? So eine Rentenkürzung durch die Hintertür ist mit der LINKEN nicht zu machen.
6
29
122",4,2,2,2,rente mit gegenvorschlag wenn deutsche unternehmen jedes jahr milliarden dividenden an aktionärinnen und aktionäre ausschütten können können sie auch mehr in die rentenkasse einzahlen und für gute arbeit sorgen z b befristungen abschaffen und armutsfeste löhne zahlen linksfraktion aug rente mit damit nervt der arbeitgeberverband bda schon wieder sagt wissen die eigentlich wie hart menschen arbeiten oft für ein gehalt das nicht einmal für eine gute rente reicht so eine rentenkürzung durch die hintertür ist mit der linken nicht zu machen,[],"['linksfraktion', 'jankortemdb']",rente gegenvorschlag deutsche unternehmen jahr milliarden dividenden aktionärinnen aktionäre ausschütten rentenkasse einzahlen arbeit sorgen z b befristungen abschaffen armutsfeste löhne zahlen linksfraktion rente nervt arbeitgeberverband bda wissen eigentlich hart menschen arbeiten oft gehalt rente reicht rentenkürzung hintertür linken
290,290,35777,"Gut gelaunt und voll motiviert gehen wir in die letzten 48 Stunden vor der Wahl. Endspurt heute in München und morgen in Aachen. Am 26.09. - beide Stimmen CDU! #btw21
59
15
126",1,1,1,1,gut gelaunt und voll motiviert gehen wir in die letzten stunden vor der wahl endspurt heute in münchen und morgen in aachen am beide stimmen cdu #btw,['#btw21'],[],gelaunt voll motiviert gehen stunden wahl endspurt münchen aachen beide stimmen cdu
291,291,17039,"Wir begrüßen es sehr, dass 
@antonioguterres
 erneut für den Posten des 
@UN
-Generalsekretärs zur Verfügung steht. Er hat sich um die Stärkung von Sicherheit und Frieden verdient gemacht.
Steffen Seibert
@RegSprecherStS
 · 29. Jan. 2021
Kanzlerin #Merkel und Außenminister @HeikoMaas begrüßen es sehr, dass @antonioguterres erneut für den Posten des @UN-Generalsekretärs zur Verfügung steht. – Gemeinsame Erklärung:
42
19
111",1,1,1,1,wir begrüßen es sehr dass erneut für den posten des generalsekretärs zur verfügung steht er hat sich um die stärkung von sicherheit und frieden verdient gemacht steffen seibert jan kanzlerin #merkel und außenminister begrüßen es sehr dass erneut für den posten des generalsekretärs zur verfügung steht gemeinsame erklärung,['#merkel'],"['antonioguterres', 'un', 'regsprechersts', 'heikomaas', 'antonioguterres', 'un']",begrüßen erneut posten generalsekretärs verfügung steht stärkung sicherheit frieden verdient gemacht steffen seibert kanzlerin außenminister begrüßen erneut posten generalsekretärs verfügung steht gemeinsame erklärung
292,292,7702,"Angela #Merkel: Es geht um #Deutschland. Und damit Deutschland stabil bleibt, muss Armin Laschet Bundeskanzler und die Union stärkste Kraft werden.
Deshalb ist es ganz einfach: Beide Stimmen #CDU/#CSU! #eineunion #cducsu #btw21
12
6
36",3,3,3,3,angela #merkel es geht um #deutschland und damit deutschland stabil bleibt muss armin laschet bundeskanzler und die union stärkste kraft werden deshalb ist es ganz einfach beide stimmen #cdu #csu #eineunion #cducsu #btw,"['#merkel', '#deutschland', '#cdu', '#csu', '#eineunion', '#cducsu', '#btw21']",[],angela deutschland stabil bleibt armin laschet bundeskanzler union stärkste kraft deshalb einfach beide stimmen
293,293,32566,"Mir ist die Zukunft meiner Heimat nicht egal. Deshalb wähle ich bei der #Kommunalwahl in Hessen am 14. März Sozialdemokratinnen und Sozialdemokraten. Tun Sie es auch! Dauert nicht lange, ist gar nicht schwer, und es bringt was. Für Sie. Für uns. Für alle.
1
11
58",3,3,3,3,mir ist die zukunft meiner heimat nicht egal deshalb wähle ich bei der #kommunalwahl in hessen am märz sozialdemokratinnen und sozialdemokraten tun sie es auch dauert nicht lange ist gar nicht schwer und es bringt was für sie für uns für alle,['#kommunalwahl'],[],zukunft heimat egal deshalb wähle hessen sozialdemokratinnen sozialdemokraten dauert lange gar schwer bringt
294,294,41746,"Niemand braucht die #Antifa.
Marina Weisband
@Afelia
 · 7. Jan. 2021
Deshalb brauchen wir übrigens die Antifa.
704
401
2.969",2,4,2,2,niemand braucht die #antifa marina weisband jan deshalb brauchen wir übrigens die antifa,['#antifa'],['afelia'],niemand braucht marina weisband deshalb übrigens antifa
295,295,18558,"Gute Nachricht von 
@BAEKaktuell
 & 
@PEI_Germany
: Die Kriterien zur #Blutspende wurden nach fachlicher Beratung gesenkt. Auch schwule Männer können endlichspenden. Ein wichtiger Schritt zu mehr Gleichberechtigung. Ziel ist es, das wichtige-spenden für alle möglich zu machen.
55
26
236",1,1,1,1,gute nachricht von die kriterien zur #blutspende wurden nach fachlicher beratung gesenkt auch schwule männer können endlichspenden ein wichtiger schritt zu mehr gleichberechtigung ziel ist es das wichtige spenden für alle möglich zu machen,['#blutspende'],"['baekaktuell', 'pei_germany']",nachricht kriterien wurden fachlicher beratung gesenkt schwule männer endlichspenden wichtiger schritt gleichberechtigung ziel wichtige spenden möglich
296,296,7518,".
@Markus_Soeder
: #Familie und #Heimat sind bei uns im Vordergrund! Das bedeutet: Ausbau der #Kita, Umsetzung der #Mütterrente. Der Erhalt der Schöpfung ist ein Kernanliegen. #gutfürbayern #BTW21
7
4
18",3,3,1,3,#familie und #heimat sind bei uns im vordergrund das bedeutet ausbau der #kita umsetzung der #mütterrente der erhalt der schöpfung ist ein kernanliegen #gutfürbayern #btw,"['#familie', '#heimat', '#kita', '#mütterrente', '#gutfürbayern', '#btw21']",['markus_soeder'],vordergrund bedeutet ausbau umsetzung erhalt schöpfung kernanliegen
297,297,12729,"Gleich geht´s los: Auf unserem #bpt21 nutzen wir ein Tool zur digitalen Antragsberatung und Wortmeldung.  So geht ein papierloser Bundesparteitag.   #VielZuTun #SoGehtDigitalisierung
2
15",3,3,3,3,gleich geht s los auf unserem #bpt nutzen wir ein tool zur digitalen antragsberatung und wortmeldung so geht ein papierloser bundesparteitag #vielzutun #sogehtdigitalisierung,"['#bpt21', '#vielzutun', '#sogehtdigitalisierung']",[],gleich los nutzen tool digitalen antragsberatung wortmeldung papierloser bundesparteitag
298,298,43682,"""Mir ist wichtig, dass wir uns für ein besseres Miteinander in unseren Land einsetzen - deswegen stehe ich für Respekt und Anerkennung"", betont 
@OlafScholz
. #FürOstdeutschland #Ostkonvent
9
2
19",1,1,1,1,mir ist wichtig dass wir uns für ein besseres miteinander in unseren land einsetzen deswegen stehe ich für respekt und anerkennung betont #fürostdeutschland #ostkonvent,"['#fürostdeutschland', '#ostkonvent']",['olafscholz'],wichtig besseres miteinander land einsetzen deswegen stehe respekt anerkennung betont
299,299,38121,"Bahnstreikbedingt bin ich nicht - wie eigentlich geplant - im Wahlkampfeinsatz für meine tolle Kollegin 
@Krawallstein
 in Cottbus, sondern im Home Office.
Diverse Gesprächstermine+Vorbereitungen für diese Woche mit Landtagsplenum+ Bundestagswahlkampf in meinem Wahlkreis Pinneberg.
5
5",4,1,1,1,bahnstreikbedingt bin ich nicht wie eigentlich geplant im wahlkampfeinsatz für meine tolle kollegin in cottbus sondern im home office diverse gesprächstermine vorbereitungen für diese woche mit landtagsplenum bundestagswahlkampf in meinem wahlkreis pinneberg,[],['krawallstein'],bahnstreikbedingt eigentlich geplant wahlkampfeinsatz tolle kollegin cottbus home office diverse gesprächstermine vorbereitungen landtagsplenum bundestagswahlkampf wahlkreis pinneberg
300,300,38134,"Gestern war ich Gastredner beim Rotary Club Pinneberg in Rellingen. In der Reihe der Direktkandidaten für den Bundestagswahlkreis Pinneberg stellte ich mich vor.
14
2
12",3,3,3,3,gestern war ich gastredner beim rotary club pinneberg in rellingen in der reihe der direktkandidaten für den bundestagswahlkreis pinneberg stellte ich mich vor,[],[],gestern gastredner rotary club pinneberg rellingen reihe direktkandidaten bundestagswahlkreis pinneberg stellte
301,301,30652,"Wir brauchen endlich ein vernünftiges #Einwanderungsgesetz. Denn wir werden geordnete Erwerbszuwanderung brauchen. Am demografischen Wandel kommt keiner vorbei. Es ist falsch, gegen Zuwanderung zu polemisieren und gegen Fremde zu agitieren. Das schadet unserem Land. #maischberger
62
31
297",2,2,2,2,wir brauchen endlich ein vernünftiges #einwanderungsgesetz denn wir werden geordnete erwerbszuwanderung brauchen am demografischen wandel kommt keiner vorbei es ist falsch gegen zuwanderung zu polemisieren und gegen fremde zu agitieren das schadet unserem land #maischberger,"['#einwanderungsgesetz', '#maischberger']",[],endlich vernünftiges geordnete erwerbszuwanderung demografischen wandel vorbei falsch zuwanderung polemisieren fremde agitieren schadet land
302,302,40813,"Aber Unterricht geht nicht „wegen Datenschutz“
Die Powergruppe
@powergruppe
 · 15. März 2021
Alles klar.
Diesen Thread anzeigen
10
22
247",3,3,3,3,aber unterricht geht nicht wegen datenschutz die powergruppe märz alles klar diesen thread anzeigen,[],['powergruppe'],unterricht wegen datenschutz powergruppe klar
305,305,35688,"Bundeskanzlerin Angela Merkel Richtung Olaf #Scholz: „Mit mir als Bundeskanzlerin würde es nie eine Koalition geben, in der die Linke beteiligt ist. Und ob dies von Olaf Scholz so geteilt wird oder nicht, das bleibt offen.
7.213 Mal angezeigt
0:03 / 0:21
107
38
290",3,3,3,3,bundeskanzlerin angela merkel richtung olaf #scholz mit mir als bundeskanzlerin würde es nie eine koalition geben in der die linke beteiligt ist und ob dies von olaf scholz so geteilt wird oder nicht das bleibt offen mal angezeigt,['#scholz'],[],bundeskanzlerin angela merkel richtung olaf bundeskanzlerin nie koalition geben linke beteiligt olaf scholz geteilt bleibt offen
306,306,8095,"Der Schlingerkurs der 
@CDU
 in der Steuerpolitik und der Streit darüber mit der 
@CSU
 sind starke Argumente dafür, die „Union“ nicht mit den Grünen allein eine Regierung bilden zu lassen. Das Ergebnis wäre finanzpolitischer Stillstand oder doch steigende Belastungen. CL
114
75
724",2,2,3,2,der schlingerkurs der in der steuerpolitik und der streit darüber mit der sind starke argumente dafür die union nicht mit den grünen allein eine regierung bilden zu lassen das ergebnis wäre finanzpolitischer stillstand oder doch steigende belastungen cl,[],"['cdu', 'csu']",schlingerkurs steuerpolitik streit darüber starke argumente union grünen allein regierung bilden lassen ergebnis wäre finanzpolitischer stillstand steigende belastungen cl
309,309,32700,"Drawing new frontiers is a dangerous path.The #WesternBalkans must remain home to multi-religious+multi-ethnic societies.This is the prerequisite for peace+prosperity.Reconciliation is key for the region’s way towards the #EU.My interview w/ 
@DeutscheWelle
dw.com
""Grenzverschiebungen wären brandgefährlich""
Die Diskussion über die Grenzen in Ex-Jugoslawien ist wieder aufgeflammt. Der deutsche Staatsminister für Europa hält das für einen gefährlichen Irrweg.
3
21
58",2,2,2,2,drawing new frontiers is a dangerous path the #westernbalkans must remain home to multi religious multi ethnic societies this is the prerequisite for peace prosperity reconciliation is key for the region s way towards the #eu my interview w dw com grenzverschiebungen wären brandgefährlich die diskussion über die grenzen in ex jugoslawien ist wieder aufgeflammt der deutsche staatsminister für europa hält das für einen gefährlichen irrweg,"['#westernbalkans', '#eu']",['deutschewelle'],drawing new frontiers dangerous path must remain home multi religious multi ethnic societies prerequisite peace prosperity reconciliation key region way towards interview w dw grenzverschiebungen wären brandgefährlich diskussion grenzen ex jugoslawien aufgeflammt deutsche staatsminister europa hält gefährlichen irrweg
310,310,44550,"Rolf #Mützenich wurde mit 97% erneut zum Fraktionsvorsitzenden der 
@spdbt
 gewählt - und wir gratulieren ihm von Herzen! 
25
35
451",1,1,1,1,rolf #mützenich wurde mit erneut zum fraktionsvorsitzenden der gewählt und wir gratulieren ihm von herzen,['#mützenich'],['spdbt'],rolf wurde erneut fraktionsvorsitzenden gewählt gratulieren herzen
311,311,17653,"Lieber ⁦
@MpStephanWeil
⁩ ! Danke für die freundschaftliche Zusammenarbeit und Deine Unterstützung in meinem Wahlkreis Gifhorn-Peine #Einerfueruns
facebook.com
Hubertus Heil - Danke für deine Unterstützung! | Facebook
vielen Dank für deine Unterstützung lieber Stephan Weil
7
7
68",1,1,1,1,lieber danke für die freundschaftliche zusammenarbeit und deine unterstützung in meinem wahlkreis gifhorn peine #einerfueruns facebook com hubertus heil danke für deine unterstützung facebook vielen dank für deine unterstützung lieber stephan weil,['#einerfueruns'],['mpstephanweil'],freundschaftliche zusammenarbeit unterstützung wahlkreis gifhorn peine facebook hubertus heil unterstützung facebook unterstützung stephan
313,313,14036,"Tip zum Einschalten, morgen 14 Uhr im Livestream 
Grüne im Bundestag
@GrueneBundestag
 · 26. Juni
Wie können wir Bauen und Sanieren ohne Menschen dabei auszuschließen?

Über Wege für mehr #Barrierefreiheit diskutieren Katrin @goeringeckardt, @crueffer & @ChrisKuehn_mdb am Montag mit @raulde, @barrierefrei und weiteren spannenden Gästen.

Anmeldung 
https://gruene-bundestag.de/termine/bauliche-barrieren-fuer-alle-menschen-abbauen…
2
4
20",3,3,3,3,tip zum einschalten morgen uhr im livestream grüne im bundestag juni wie können wir bauen und sanieren ohne menschen dabei auszuschließen über wege für mehr #barrierefreiheit diskutieren katrin am montag mit und weiteren spannenden gästen anmeldung,['#barrierefreiheit'],"['gruenebundestag', 'goeringeckardt', 'crueffer', 'chriskuehn_mdb', 'raulde', 'barrierefrei']",tip einschalten livestream grüne bundestag bauen sanieren menschen auszuschließen wege diskutieren katrin montag weiteren spannenden gästen anmeldung
314,314,23554,"Fälle mit schwerem Verlauf, leider auch nach Impfung, nehmen stark zu. Wir stehen vor Monster Welle wenn nicht schnell bundesweit 2G Regel kommt, mit Kontrollen. Parteipolitik oder Ausspielen Geimpfter gegen Ungeimpfte hilft nicht. 2G ist nicht gegen Ungeimpfte sondern für alle
Michael Hallek
@HallekMichael
 · 7. Nov. 2021
Intensiv-Visite heute: Patient mit #COVID19, 38 J., ohne Vorerkrankungen, ohne Impfschutz.
Schwere Lungenschädigung, zentrale Lungenarterienembolie, bakterielle Superinfektion. Wir versuchen alles, derzeit #ECMO. Überlebenschancen gering.

Desinformation kann tödlich sein.
1.446
964
5.540",2,2,3,2,fälle mit schwerem verlauf leider auch nach impfung nehmen stark zu wir stehen vor monster welle wenn nicht schnell bundesweit g regel kommt mit kontrollen parteipolitik oder ausspielen geimpfter gegen ungeimpfte hilft nicht g ist nicht gegen ungeimpfte sondern für alle michael hallek nov intensiv visite heute patient mit #covid j ohne vorerkrankungen ohne impfschutz schwere lungenschädigung zentrale lungenarterienembolie bakterielle superinfektion wir versuchen alles derzeit #ecmo überlebenschancen gering desinformation kann tödlich sein,"['#covid19', '#ecmo']",['hallekmichael'],fälle schwerem verlauf leider impfung nehmen stark stehen monster welle schnell bundesweit g regel kontrollen parteipolitik ausspielen geimpfter ungeimpfte hilft g ungeimpfte michael hallek nov intensiv visite patient j vorerkrankungen impfschutz schwere lungenschädigung zentrale lungenarterienembolie bakterielle superinfektion versuchen derzeit überlebenschancen gering desinformation tödlich
315,315,47213,"Ich finde es stark, wenn man bei sich selbst anfängt. 
@peteraltmaier
 und 
@akk
 machen das, worüber andere nur reden. Ein gutes Signal, jetzt müssen auch die anderen dieser Generation Platz für eine echte Erneuerung machen.
tagesschau.de
Altmaier und Kramp-Karrenbauer verzichten auf Bundestagsmandate
Sie wollen einen Generationenwechsel ermöglichen: Verteidigungsministerin Kramp-Karrenbauer und Wirtschaftsminister Altmaier haben überraschend angekündigt, auf ihre Bundestagsmandate zu verzichten.
11
11
127",4,1,1,1,ich finde es stark wenn man bei sich selbst anfängt und machen das worüber andere nur reden ein gutes signal jetzt müssen auch die anderen dieser generation platz für eine echte erneuerung machen tagesschau de altmaier und kramp karrenbauer verzichten auf bundestagsmandate sie wollen einen generationenwechsel ermöglichen verteidigungsministerin kramp karrenbauer und wirtschaftsminister altmaier haben überraschend angekündigt auf ihre bundestagsmandate zu verzichten,[],"['peteraltmaier', 'akk']",finde stark anfängt worüber reden gutes signal generation platz echte erneuerung tagesschau altmaier kramp karrenbauer verzichten bundestagsmandate generationenwechsel ermöglichen verteidigungsministerin kramp karrenbauer wirtschaftsminister altmaier überraschend angekündigt bundestagsmandate verzichten
316,316,3275,"Es ist, wie 
@KonstantinNotz
 sagt 
Konstantin v. Notz
@KonstantinNotz
 · 14. Mai 2021
Wir sind mit der Aufklärung des #NSU - Komplexes noch lange nicht fertig. Nicht eine einzige Akte darf mehr gelöscht werden. Es muss maximale Transparenz hergestellt werden. Jeder Stein muss umgedreht werden. In allen Bundesländern + im Bund! Sonst erodiert das Vertrauen weiter. twitter.com/UlrichSchulte/…
2
6
62",4,3,3,3,es ist wie sagt konstantin v notz mai wir sind mit der aufklärung des #nsu komplexes noch lange nicht fertig nicht eine einzige akte darf mehr gelöscht werden es muss maximale transparenz hergestellt werden jeder stein muss umgedreht werden in allen bundesländern im bund sonst erodiert das vertrauen weiter twitter com ulrichschulte,['#nsu'],"['konstantinnotz', 'konstantinnotz']",konstantin v notz mai aufklärung komplexes lange fertig einzige akte gelöscht maximale transparenz hergestellt stein umgedreht bundesländern bund erodiert vertrauen twitter ulrichschulte
317,317,29530,"Today we remember the victims of the #SrebrenicaGenocide. Our thoughts are with the survivors and the families of the victims. We work everyday, to never let the evil of hate and violence get the better of the people’s of Europe again.
4
11
50",2,2,4,2,today we remember the victims of the #srebrenicagenocide our thoughts are with the survivors and the families of the victims we work everyday to never let the evil of hate and violence get the better of the people s of europe again,['#srebrenicagenocide'],[],today remember victims thoughts survivors families victims work everyday never let evil hate violence get better people europe
318,318,36958,"Es ist ein ruhiger Ostermontag mit den üblichen (steigenden) Inzidenwerten für das Coronavirus und den inzwischen gewohnten Spekulationen, ob nach Ostern die Maßnahmen (erneut) verschärft werden müssen.
20
15",4,3,3,3,es ist ein ruhiger ostermontag mit den üblichen steigenden inzidenwerten für das coronavirus und den inzwischen gewohnten spekulationen ob nach ostern die maßnahmen erneut verschärft werden müssen,[],[],ruhiger ostermontag üblichen steigenden inzidenwerten coronavirus inzwischen gewohnten spekulationen ostern maßnahmen erneut verschärft
319,319,45023,"Der grüne Schlacks in der Mitte ist übrigens der thüringer Justizminister...
Florian Hahn
@hahnflo
 · 2. Mai 2021
Darf ich vorstellen: Ihre „bürgerlichen“ Grünen in Aktion.
78
264
584",3,3,2,3,der grüne schlacks in der mitte ist übrigens der thüringer justizminister florian hahn mai darf ich vorstellen ihre bürgerlichen grünen in aktion,[],['hahnflo'],grüne schlacks mitte übrigens thüringer justizminister florian hahn mai vorstellen bürgerlichen grünen aktion
320,320,17116,"Libyen hat zuletzt beeindruckende Schritte Richtung Frieden gemacht. Sie sind das Ergebnis von harten Kompromissen und von noch hartnäckigerer Diplomatie – der 
@UN
, Europas und nicht zuletzt auch Deutschlands. #Bundestag (1/3)
23
14
64",1,1,1,1,libyen hat zuletzt beeindruckende schritte richtung frieden gemacht sie sind das ergebnis von harten kompromissen und von noch hartnäckigerer diplomatie der europas und nicht zuletzt auch deutschlands #bundestag,['#bundestag'],['un'],libyen zuletzt beeindruckende schritte richtung frieden gemacht ergebnis harten kompromissen hartnäckigerer diplomatie europas zuletzt deutschlands
321,321,12218,"„#Freiheitsreche gibt es nur als Ganzes. Es ist auch nicht verständlich, dass weitgehende Einschränkungen für Genesene weiterhin gelten sollen. Die GroKo will nur eine Neid-Debatte verhindern"",so 
@cad59
 im #Bundestag zu den Ausnahmen für #Geimpfte.
0:58
1.165 Mal angezeigt
7
7
24",2,2,3,2,#freiheitsreche gibt es nur als ganzes es ist auch nicht verständlich dass weitgehende einschränkungen für genesene weiterhin gelten sollen die groko will nur eine neid debatte verhindern so im #bundestag zu den ausnahmen für #geimpfte mal angezeigt,"['#freiheitsreche', '#bundestag', '#geimpfte']",['cad59'],ganzes verständlich weitgehende einschränkungen genesene weiterhin gelten sollen groko neid debatte verhindern ausnahmen
